restart,seed,iteration,objective,best_objective,gradient_norm,early_stop_counter,target_air_tbps,target_thresholded_net_capacity_tbps,target_working_fraction,target_minimum_ngmi,target_mean_ngmi,target_minimum_gsnr_db,target_gsnr_std_db,target_mean_squared_ngmi_deficit,target_soft_min_ngmi_margin,target_working_fraction_S,target_minimum_ngmi_S,target_cvar_ngmi_S,target_air_tbps_S,target_working_fraction_C,target_minimum_ngmi_C,target_cvar_ngmi_C,target_air_tbps_C,target_working_fraction_L,target_minimum_ngmi_L,target_cvar_ngmi_L,target_air_tbps_L,robust_samples,robust_capacity_mean_tbps,robust_capacity_cvar_tbps,robust_capacity_worst_tbps,robust_feasibility_probability,total_power_w,smoothness_energy,nominal_band_feasible,run
0,20260718,1,12.420465561197222,12.420465561197222,0.033046705716025186,0,10.496,8.3968,1.0,1.0,1.0,25.946909343708747,0.2728885318012322,0.0,0.09999999999999998,0.0,-inf,-inf,0.0,1.0,1.0,1.0,10.496,0.0,-inf,-inf,0.0,4.0,8.3968,8.3968,8.3968,0.0,0.040999999999999995,0.003774349556142389,0.0,0
0,20260719,1,12.421153085210102,12.42107560398609,0.006007910522945244,1,10.496,8.3968,1.0,1.0,1.0,25.91584524462851,0.29806413602681725,0.0,0.09999999999999998,0.0,-inf,-inf,0.0,1.0,1.0,1.0,10.496,0.0,-inf,-inf,0.0,4.0,8.3968,8.3968,8.3968,0.0,0.040999999999999995,0.0022153542082382145,0.0,1
