restart,seed,iteration,objective,best_objective,gradient_norm,early_stop_counter,target_air_tbps,target_thresholded_net_capacity_tbps,target_fec_net_tbps,target_soft_fec_net_tbps,target_working_fraction,target_minimum_ngmi,target_mean_ngmi,target_minimum_gsnr_db,target_gsnr_std_db,target_mean_squared_ngmi_deficit,target_soft_min_ngmi_margin,target_working_fraction_S,target_minimum_ngmi_S,target_cvar_ngmi_S,target_air_tbps_S,target_working_fraction_C,target_minimum_ngmi_C,target_cvar_ngmi_C,target_air_tbps_C,target_working_fraction_L,target_minimum_ngmi_L,target_cvar_ngmi_L,target_air_tbps_L,robust_samples,robust_capacity_mean_tbps,robust_capacity_cvar_tbps,robust_capacity_worst_tbps,robust_feasibility_probability,total_power_w,smoothness_energy,nominal_band_feasible,run
0,20260718,1,-1.449193713707825,-1.4493182922431966,0.0003312162428770194,1,10.496,8.3968,8.3968,8.3968,1.0,1.0,1.0,28.29002738665285,0.12575367766327458,0.0,0.09999999999999998,1.0,1.0,1.0,3.072,1.0,1.0,1.0,5.632,1.0,1.0,1.0,1.792,4.0,8.3968,8.3968,8.3968,1.0,0.041,0.0007793459941487823,1.0,0
0,20260719,1,-1.4493601551745368,-1.4493601551745368,0.006885629478692312,0,10.496,8.3968,8.3968,8.3968,1.0,1.0,1.0,28.301683033863835,0.1125416171997883,0.0,0.09999999999999998,1.0,1.0,1.0,3.072,1.0,1.0,1.0,5.632,1.0,1.0,1.0,1.792,4.0,8.3968,8.3968,8.3968,1.0,0.041,0.0003282022683098843,1.0,1
