tx_real,tx_imag,rx_real,rx_imag
0.31622776601683794,0.9486832980505138,0.359788156284326,0.9623553389696531
-0.9486832980505138,0.31622776601683794,-0.9997366874665466,0.3095834549948133
-0.31622776601683794,-0.9486832980505138,-0.32155875546199153,-0.9419516051469737
-0.31622776601683794,0.31622776601683794,-0.3221997289321135,0.2888059206113715
-0.9486832980505138,-0.9486832980505138,-0.9884433668754911,-0.9449803277312627
-0.9486832980505138,0.31622776601683794,-0.8815334425507904,0.3821257653675879
-0.9486832980505138,-0.31622776601683794,-0.9584057133223002,-0.34339565167456043
0.9486832980505138,-0.31622776601683794,0.9626387376790388,-0.3635549962647769
0.31622776601683794,0.9486832980505138,0.32137378910714715,0.9362766516242321
0.9486832980505138,0.31622776601683794,0.9587428741391505,0.290295519059512
0.31622776601683794,0.9486832980505138,0.38005626521662594,0.9803895517075237
-0.9486832980505138,0.31622776601683794,-0.9353366956486152,0.2785610898833543
-0.31622776601683794,-0.31622776601683794,-0.28594590117396834,-0.28542338794099614
-0.31622776601683794,0.9486832980505138,-0.37650542879949644,0.9616338934281733
0.31622776601683794,0.9486832980505138,0.3487872861841646,0.8620666575129187
-0.31622776601683794,0.31622776601683794,-0.3487714398031028,0.35284089747223235
-0.31622776601683794,-0.31622776601683794,-0.3373712333834571,-0.39883868836332625
0.31622776601683794,-0.31622776601683794,0.32153689913219524,-0.3052890843686189
-0.9486832980505138,-0.31622776601683794,-0.8642768456167224,-0.2707889146429566
-0.31622776601683794,0.9486832980505138,-0.3136963517869625,0.8822706207346704
-0.9486832980505138,0.9486832980505138,-0.9376752281513103,1.0111372821859723
0.31622776601683794,0.31622776601683794,0.299645176129504,0.35425231490849785
0.9486832980505138,0.9486832980505138,1.0536429158167944,0.9042473519043
-0.31622776601683794,-0.9486832980505138,-0.39520549333221916,-0.9217477139731481
-0.9486832980505138,-0.9486832980505138,-0.8648421422181749,-1.016416925809366
0.31622776601683794,0.9486832980505138,0.3597510953882876,0.9288438920113291
-0.31622776601683794,-0.9486832980505138,-0.30113043894985597,-0.971553202382435
-0.31622776601683794,-0.9486832980505138,-0.33772796991532855,-0.9162156259545183
-0.9486832980505138,0.31622776601683794,-0.9300596541842943,0.2864840734987202
0.9486832980505138,-0.31622776601683794,0.9067399919902369,-0.26985173794967554
-0.31622776601683794,0.9486832980505138,-0.24947325238815854,0.9768228175698788
-0.9486832980505138,-0.9486832980505138,-0.9781873228421312,-1.012886475410678
-0.31622776601683794,-0.9486832980505138,-0.28005187661175723,-0.9296348577269166
0.31622776601683794,-0.9486832980505138,0.24605342573903727,-0.9760818929001922
0.31622776601683794,0.9486832980505138,0.3418765097016213,0.9546682397679128
0.9486832980505138,-0.9486832980505138,0.9289323835319213,-0.9201119719313992
-0.9486832980505138,-0.9486832980505138,-0.9656323984356942,-0.9743128522366392
-0.31622776601683794,0.9486832980505138,-0.2855872410975145,0.9787694588910214
-0.31622776601683794,-0.31622776601683794,-0.2839184136470035,-0.27017279648152714
0.31622776601683794,0.9486832980505138,0.3582876129949403,0.8940009859806356
0.31622776601683794,-0.31622776601683794,0.2741598738403302,-0.3454860280624278
-0.9486832980505138,-0.31622776601683794,-0.9941751072067596,-0.19522995702514792
0.31622776601683794,0.9486832980505138,0.35877598302624036,0.9769655257897186
-0.9486832980505138,0.31622776601683794,-0.9145407545614789,0.30352307943365864
-0.9486832980505138,-0.31622776601683794,-0.9658950163994828,-0.28494951771119
-0.31622776601683794,0.9486832980505138,-0.27642378849606886,0.9433879315527404
-0.31622776601683794,-0.31622776601683794,-0.3625111932071183,-0.2829334322066262
0.31622776601683794,-0.9486832980505138,0.3503232854822543,-0.895782581681815
0.9486832980505138,-0.31622776601683794,0.8926712167305235,-0.3528641025890296
-0.9486832980505138,0.9486832980505138,-0.8170352654950099,0.9991932538060189
0.31622776601683794,0.31622776601683794,0.3509186900204619,0.4028956800752039
-0.31622776601683794,-0.31622776601683794,-0.24664081160084703,-0.33563117816294524
0.31622776601683794,0.31622776601683794,0.30564903400674415,0.3589430310954243
-0.9486832980505138,-0.9486832980505138,-0.957941459783333,-0.9095847938680381
-0.31622776601683794,0.31622776601683794,-0.3654126895967976,0.30135682214730736
0.31622776601683794,-0.9486832980505138,0.29922137445494,-0.9632365596803449
-0.31622776601683794,-0.9486832980505138,-0.3796460405441853,-0.9824019804733125
-0.31622776601683794,0.9486832980505138,-0.26309604438042544,0.9751609772297455
0.9486832980505138,-0.31622776601683794,0.8890335260216579,-0.31792793183190915
-0.31622776601683794,-0.9486832980505138,-0.3018346645458832,-0.8565003017517723
0.9486832980505138,-0.31622776601683794,0.9080226258423124,-0.38846409350900857
0.9486832980505138,0.31622776601683794,0.9339934657246753,0.34973794021969357
0.31622776601683794,0.9486832980505138,0.24967552688152275,1.0046400756659157
-0.31622776601683794,-0.9486832980505138,-0.49796888823850394,-0.9423914055188658
