strategy,spans,channel,band,frequency_thz,wavelength_nm,distance_km,launch_power_dbm,ase_psd_w_per_hz,ase_channel_w,ase_receiver_w,ase_01nm_w,nli_w,transceiver_noise_w,total_noise_w,optical_noise_bandwidth_hz,receiver_equivalent_bandwidth_hz,gsnr_db,osnr_01nm_db,ber,evm_percent,q_factor_db,gmi_bits_per_2d_symbol_per_pol,ngmi,air_per_channel_gbps,metric_basis,calibrated_receiver_snr_db,calibrated_receiver_ngmi
flat,3,0,L,184.48766646153842,1625.0,240.0,0.0,2.885094748007926e-17,1.1171086864286688e-06,1.01555335129879e-06,3.275473215879523e-07,1.2620621862885246e-06,3.162277660168379e-07,2.5938433036041527e-06,38720000000.0,35200000000.0,25.860562635779072,34.847259475198705,6.232119935497238e-09,7.923765998034282,15.107207755533715,3.9999999999755564,1.0,255.9999999984356,calibrated_receiver,22.02136716762448,1.0
flat,3,1,L,184.68766646153844,1623.2402723136488,240.0,0.0,2.7856718588990085e-17,1.078612143765696e-06,9.80556494332451e-07,3.169458298458382e-07,1.3524838333284776e-06,3.162277660168379e-07,2.6492680936777665e-06,38720000000.0,35200000000.0,25.768740908860387,34.99014958001031,7.2625101492033e-09,7.960986081348881,15.067189280464941,3.9999999999566316,1.0,255.99999999722442,calibrated_receiver,21.980662707646058,1.0
flat,3,2,L,184.88766646153843,1621.4843517556365,240.0,0.0,2.6838282875805752e-17,1.0391783129511988e-06,9.447075572283624e-07,3.060200665747895e-07,1.403837563313082e-06,3.162277660168379e-07,2.6647728865582824e-06,38720000000.0,35200000000.0,25.74339799139316,35.142500947047964,7.573923271401262e-09,7.971289624642209,15.056145186242402,3.9999999999468328,1.0,255.9999999965973,calibrated_receiver,21.969428223124822,1.0
flat,3,3,L,185.08766646153845,1619.7322259843686,240.0,0.0,2.579856732572521e-17,9.989205268520802e-07,9.081095698655274e-07,2.948016065721873e-07,1.4423857520867306e-06,3.162277660168379e-07,2.666723087969096e-06,38720000000.0,35200000000.0,25.740220790273106,35.30470154043873,7.613838375189437e-09,7.972582303784864,15.054760638162945,3.9999999999456044,1.0,255.99999999651868,calibrated_receiver,21.968019773728646,1.0
flat,3,4,L,185.28766646153844,1617.9838827115361,240.0,0.0,2.4741674461183618e-17,9.579976351370296e-07,8.709069410336634e-07,2.833357720214741e-07,1.4746359409016407e-06,3.162277660168379e-07,2.661770647952142e-06,38720000000.0,35200000000.0,25.74829368327901,35.47698590990389,7.512803671053893e-09,7.969298168965129,15.058278625534644,3.9999999999487255,1.0,255.9999999967184,calibrated_receiver,21.971598477389488,1.0
flat,3,5,L,185.48766646153842,1616.2393097018291,240.0,0.0,2.367287440330498e-17,9.166136968959689e-07,8.332851789963354e-07,2.71681687553819e-07,1.5031688823352671e-06,3.162277660168379e-07,2.6526818273484404e-06,38720000000.0,35200000000.0,25.763148378101647,35.65939633802766,7.330177739754618e-09,7.963258662815152,15.064752093168165,3.9999999999544693,1.0,255.99999999708604,calibrated_receiver,21.97818354555571,1.0
flat,3,6,L,185.68766646153844,1614.4984947726516,240.0,0.0,2.2598524351875877e-17,8.750148629046339e-07,7.954680571860309e-07,2.599114998224254e-07,1.5292578265220523e-06,3.162277660168379e-07,2.640953649724921e-06,38720000000.0,35200000000.0,25.782392208473524,35.8517450465084,7.099792580294782e-09,7.955441460983802,15.073138518763706,3.99999999996191,1.0,255.99999999756227,calibrated_receiver,21.98671431217805,1.0
flat,3,7,L,185.88766646153843,1612.7614257938374,240.0,0.0,2.152591164583598e-17,8.334832989267692e-07,7.577120899334265e-07,2.4810870475353314e-07,1.5536134237211108e-06,3.162277660168379e-07,2.6275532796713753e-06,38720000000.0,35200000000.0,25.804484688933734,36.05357998484309,6.843702511948228e-09,7.946476545870026,15.082766706262152,3.999999999970452,1.0,255.99999999810896,calibrated_receiver,21.9965078819234,1.0
flat,3,8,L,186.08766646153845,1611.028090687368,240.0,0.0,2.046302403413566e-17,7.923282906017328e-07,7.202984460015753e-07,2.3636561108217417e-07,1.5766615920103938e-06,3.162277660168379e-07,2.6131878040288068e-06,38720000000.0,35200000000.0,25.828293773670218,36.26415708855254,6.5774519761139894e-09,7.93682635943182,15.093143400765534,3.9999999999741784,1.0,255.99999999834742,calibrated_receiver,22.007062420258727,1.0
flat,3,9,L,186.28766646153844,1609.2984774270933,240.0,0.0,1.941825879443957e-17,7.518749805207001e-07,6.835227095642728e-07,2.247800621389871e-07,1.5986661567374143e-06,3.162277660168379e-07,2.598416632318525e-06,38720000000.0,35200000000.0,25.85291212535502,36.482422130630624,6.312415854362774e-09,7.926860487981335,15.103873220643178,3.9999999999752296,1.0,255.9999999984147,calibrated_receiver,22.01797570564897,1.0
flat,3,10,L,186.48766646153842,1607.572574038454,240.0,0.0,1.840008969884898e-17,7.124514731394325e-07,6.476831573994841e-07,2.1345162551518237e-07,1.6197896311183213e-06,3.162277660168379e-07,2.5837005545346434e-06,38720000000.0,35200000000.0,25.87757821578293,36.707005335300465,6.056964712819833e-09,7.916887841237205,15.114624277873258,3.999999999976283,1.0,255.9999999984821,calibrated_receiver,22.02891015356603,1.0
flat,3,11,L,186.68766646153844,1605.8503685982037,240.0,0.0,1.7416716325414025e-17,6.74375256120031e-07,6.130684146545737e-07,2.024775279064417e-07,1.640126068013092e-06,3.162277660168379e-07,2.5694222486845036e-06,38720000000.0,35200000000.0,25.901645196321155,36.93623170216185,5.817117557772933e-09,7.907169511310095,15.125114619290072,3.9999999999773106,1.0,255.99999999854788,calibrated_receiver,22.03957901679692,1.0
flat,3,12,L,186.88766646153843,1604.1318492341356,240.0,0.0,1.647572287108578e-17,6.379399895684413e-07,5.799454450622195e-07,1.9194864824324045e-07,1.6597201393597472e-06,3.162277660168379e-07,2.5558933504388048e-06,38720000000.0,35200000000.0,25.924572719073193,37.16814941960584,5.596962136210972e-09,7.897922394419979,15.135108672628103,3.99999999997829,1.0,255.99999999861055,calibrated_receiver,22.04974275977565,1.0
flat,3,13,L,187.08766646153845,1602.4170041248094,240.0,0.0,1.5583772926912568e-17,6.034036877300547e-07,5.485488070273224e-07,1.819458795093693e-07,1.67857900823319e-06,3.162277660168379e-07,2.5433555812773506e-06,38720000000.0,35200000000.0,25.945929177672483,37.40057775343515,5.3989671060195955e-09,7.889318646583673,15.144418235668697,3.999999999979202,1.0,255.99999999866893,calibrated_receiver,22.05921005192433,1.0
flat,3,14,L,187.28766646153844,1600.7058214992799,240.0,0.0,1.4746362724808405e-17,5.709791647045814e-07,5.190719679132559e-07,1.7253712871100604e-07,1.6966803085948074e-06,3.162277660168379e-07,2.531980042524901e-06,38720000000.0,35200000000.0,25.96539721820349,37.6311743358075,5.224240479163586e-09,7.881483840767631,15.152904891482727,3.9999999999800333,1.0,255.99999999872213,calibrated_receiver,22.067840210637797,1.0
flat,3,15,L,187.48766646153842,1598.9982896368278,240.0,0.0,1.3967648838854556e-17,5.408273630404484e-07,4.916612391276804e-07,1.6377515246409945e-07,1.713978029172675e-06,3.162277660168379e-07,2.521867034317193e-06,38720000000.0,35200000000.0,25.982778153777815,37.857519875956946,5.072756275569349e-09,7.874495553265557,15.16048194529563,3.9999999999807754,1.0,255.99999999876962,calibrated_receiver,22.075545158259825,1.0
flat,3,16,L,187.68766646153844,1597.2943968666925,240.0,0.0,1.325035832539742e-17,5.130538743593881e-07,4.664126130539892e-07,1.556963349243261e-07,1.7304073322829214e-06,3.162277660168379e-07,2.5130477113537484e-06,38720000000.0,35200000000.0,25.99799266050894,38.07721610558889,4.9435571527781206e-09,7.868383399810043,15.167114738679572,3.999999999981425,1.0,255.9999999988112,calibrated_receiver,22.082289730607904,1.0
flat,3,17,L,187.88766646153843,1595.594131567806,240.0,0.0,1.2595781075807235e-17,4.877086432552561e-07,4.4337149386841465e-07,1.483204197591558e-07,1.7458889226076658e-06,3.162277660168379e-07,2.5054881824929182e-06,38720000000.0,35200000000.0,26.01107641331091,38.28799054108241,4.834935966764844e-09,7.86313103255145,15.17281875527245,3.9999999999819837,1.0,255.99999999884696,calibrated_receiver,22.08808974232808,1.0
flat,3,18,L,188.08766646153845,1593.897482168528,240.0,0.0,1.2003836875517974e-17,4.6478856382005595e-07,4.225350580182327e-07,1.416511219673549e-07,1.7603333350170821e-06,3.162277660168379e-07,2.4990961590521527e-06,38720000000.0,35200000000.0,26.02217032972274,38.487799812402514,4.744598896724743e-09,7.85868021600402,15.17765537286981,3.9999999999824576,1.0,255.99999999887729,calibrated_receiver,22.093007661994186,1.0
flat,3,19,L,188.28766646153844,1592.2044371463846,240.0,0.0,1.1473204127258733e-17,4.4424246380745814e-07,4.038567852795074e-07,1.356774784417855e-07,1.7736453483756399e-06,3.162277660168379e-07,2.493729899671985e-06,38720000000.0,35200000000.0,26.03150587519241,38.67492236350587,4.669813987701835e-09,7.854936800000513,15.181725459582175,3.9999999999828564,1.0,255.9999999989028,calibrated_receiver,22.097146097958078,1.0
flat,3,20,L,188.48766646153842,1590.5149850278065,240.0,0.0,1.100149380217225e-17,4.259778400201095e-07,3.872525818364632e-07,1.3037575338067453e-07,1.7857286105521631e-06,3.162277660168379e-07,2.4892089584054644e-06,38720000000.0,35200000000.0,26.039386447038538,38.848031689728955,4.607549950020046e-09,7.851778194926955,15.185161257997642,3.9999999999831926,1.0,255.99999999892432,calibrated_receiver,22.100639545882466,1.0
flat,3,21,L,188.68766646153844,1588.8291143878705,240.0,0.0,1.0585450940802119e-17,4.09868660427858e-07,3.726078731162346e-07,1.257116966435101e-07,1.7964904568821609e-06,3.162277660168379e-07,2.4853260960152334e-06,38720000000.0,35200000000.0,26.04616620045904,39.006243121994395,4.554609869487524e-09,7.849061824326952,15.188117152493392,3.999999999983482,1.0,255.99999999894285,calibrated_receiver,22.103645002336282,1.0
flat,3,22,L,188.88766646153843,1587.146813850041,240.0,0.0,1.0221166674219089e-17,3.9576357362576315e-07,3.5978506693251193e-07,1.2164295733451293e-07,1.8058468114368168e-06,3.162277660168379e-07,2.4818596443861666e-06,38720000000.0,35200000000.0,26.05222782624622,39.149130300072905,4.507762866546868e-09,7.846633973888388,15.190759978704165,3.999999999983741,1.0,255.99999999895942,calibrated_receiver,22.106332113682782,1.0
flat,3,23,L,189.08766646153845,1585.4680720859158,240.0,0.0,9.904285870301009e-18,3.8349394889805506e-07,3.486308626345955e-07,1.1812147694146186e-07,1.8137269782393782e-06,3.162277660168379e-07,2.478585606890812e-06,38720000000.0,35200000000.0,26.057960765739455,39.27671131436752,4.463873974972405e-09,7.844338462493735,15.193259523532117,3.9999999999839857,1.0,255.99999999897508,calibrated_receiver,22.108873518794535,1.0
