input_snr_db,repeats,measured_snr_db,measured_snr_std_db,ngmi,ngmi_std,ber,acquisition_fraction
8.0,1,7.837454902826437,,0.599819427593363,,0.12077324714072601,1.0
12.0,1,11.190646902068782,,0.8299620579929476,,0.046059174540029835,1.0
16.0,1,14.941331056766845,,0.9725593957931068,,0.007086026852312282,1.0
20.0,1,18.111338012041514,,0.9987446606458283,,0.0001864743908503232,1.0
24.0,1,20.816075375358665,,1.0,,0.0,1.0
28.0,1,23.42164804938603,,1.0,,0.0,1.0
32.0,1,24.222843542556546,,1.0,,0.0,1.0
32.951326,1,24.853548255814548,,1.0,,0.0,1.0
